id,short_desc,severity
150109,404 Error when attempting to mirror Eclipse Platform Update site,normal
196832,Direct import does not override access restrictions on indirect import,normal
102528,Updates don't work in 3.1,major
51285,[find/replace] Find Dialog obscures found item,enhancement
26550,[Wizards] New wizard: double click on a category node should expand it,normal
197077,[Schema][Editors] Read-only description section is writable,normal
227764,Create an RSS feed for platform builds,normal
48451,Error Log dialog has OK and Cancel buttons,normal
210972,[Webapp] Infocenter sends bad redirect URLs in proxy environment,major
72883,java.lang.NoClassDefFoundError: org/eclipse/jdt/core/dom/Modifier on Copy(CRTL+C) action,normal
205194,[ErrorHandling] [StatusHandling] StatusAdapter needs Action and Explanation constants,normal
295988,CDI Exception in VariableManager.udpate prevents all other updates,major
204192,[WorkbenchParts] NullPointerException in WorkbenchWindow.hardClose,normal
72708,[Search] Search for references of pure virtual method yields no results,major
3719,"DCR - ""Create In "" in Hierarchy View (1GE91UD)",major
74504,Close parenthesis option does no longer work,normal
35576,Quickfix corrections not available in all cases [quick fix],enhancement
70629,[J2SE 5] JDI support for extensible connectors,enhancement
7865,Double-click selection is broken for strings,normal
181899,CVS History wrongly ordered,normal
69129,Code formatter should provide the following options,normal
326741,Problem with Applications Objects Refreshing in RTL mode.,normal
46729,Platform extension point doc is missing,normal
266241,Investigate the need of PDETextHover,normal
68281,GTK PPC: Eclipse crashes with some gtk elements,major
229589,[jar export] Runnable JAR exporter should also work JUnit launch configs,enhancement
294405,[DataBinding] Array data binding is missing,normal
76835,[prefs] Resources plug-in should use new preferences,normal
53265,[SWT Examples] Image Analyzer crashed when tried to open JPEGs on HP-UX 11i,normal
44770,[Working Sets] Closed projects are not kept when editing working sets,normal
231915,[Perspectives] TVT34:TCT216: Hew: Bidi problem in perspective titles,normal
13720,Breakpoint ruler actions do not work on class files with source,normal
36402,[misc] Create Spell Checker Plug-in,enhancement
330362,Filtering (narrow down feature like quick outline) must be enabled in bookmarks and tasks view,enhancement
68318,[Intro] Word broken accross two lines on Welcome page,normal
49063,"Refactor/Rename... Preview dialog does not have a ""Back"" button.",enhancement
105583,Change the way build-user.xml is loaded,enhancement
94903,Error setting method breakpoint in 1.5 project,normal
102476,GC drawing problems,normal
251596,[Forms] Cocoa is ugly using Forms,major
71648,JavaScript error when viewing JDK JavaDoc classes,major
79381,"The memory view is ghosted/blank when the GDB console selected via ""Debugger process""",minor
21750,Plugin disabled after Feature update,critical
170365,[hashcode/equals] Templates for Generate hashCode() and equals(),enhancement
139149,Progress dialog blocks password dialog,normal
75846,Support for programmatic addition of breakpoint groups.,enhancement
229924,[Content Assist] allow auto-trigger on identifier part,enhancement
128044,heavy repaint-problems,major
168081,[Progress] Show actual progress in view icon,enhancement
78768,[EditorMgmt]  wrapped tab interface for editor area,enhancement
252083,C/C++ Project Build Properties,normal
126302,eclipse drag and drop support for the edit area,enhancement
240919,Launch Config tab setDirty should update the LCD,enhancement
35277,leak in pde editor,critical
225734,[misc] IInformationPresenterExtension should not be deprecated,normal
60203,Launch job waiting forever,normal
262710,[Language Extension] support for EPIC (pulse programming in C),enhancement
40221,[Live Sync View] Conflicting deletion not cleared,normal
339867,Getter setter methods should be renamed along with data member rename,enhancement
25647,Add Ant View to Eclipse,normal
285649,TVT35:TCT394: KOR: Duplicated mnemonics in context menu,normal
305118,"""Add include"" does not work if cpp file has references to needed include.",major
30565,[Open Modes] right click on resource counts as double click,normal
263872,[Contributions] NPE when switching tabs; unsure of cause,normal
109080,managed-build: per-folder settings,normal
24445,Performance issues on Solaris Motif,normal
68767,"Syntax Highlighting for ""undefined"" Ant properties in editor",enhancement
109383,Dependency weirdness with I20050906-0800/N20050912-0010,normal
59050,Dead lock in JavaReconciler,critical
248248,Wrong invalid id reference reported,major
91446,platform touches/reads too many Manifest.mf file,normal
53142,ClassCastException determining properties for top level code assist,normal
214146,Typedef in a .cc file affects other .cc files,normal
104014,Scanner doesn't handle ampty argument for function macros,normal
158052,Tree crashes when item.dispose() called during SetData callback,normal
208626,[KeyBindings] Mnemonic gets hidden if there is existing Alt key binding,normal
14453,Remove InfixExpression.Operator.INSTANCEOF operator,normal
277735,[relengtool] Copyrights not updated if first line does not match company name in template,normal
49841,[typing] Auto indentation is turned off when editing java source for some time,normal
231449,First Table Row Justification Wrong,normal
3037,Core error compiling a java class (1GEJK8Q),major
96067,[Workbench] Startup progress reporter dialog unresponsive,normal
214634,[api tooling] polish API profile creation wizard,normal
47875,Java search: too many cascading menus,normal
323583,"Add ""EE"" as keyword to get the 'Execution Environment' preference page",trivial
34749,Hiding empty parent packages in Java Browsing perspective [browsing] [package explorer],enhancement
139684,[typing] Can not undo 'Surround with' when undo size is 1,normal
90232,GridLayout unnecessarily accounts for scrollbars and borders in child control,normal
52083,[Workbench] active Editor and View tabs should change text colors,normal
244984,adding super interface to interface does not create errors,normal
237325,[commands] CommandCache.isTargetAvailable/setContextAvailable don't work correctly with non-stop multithreading.,normal
342253,SWT.EMBEDDABLE Composites should be reusable after embedded client has disappeared,normal
35662,If you are in the debugger and click on a variable with a large toString() Eclipse and X11 Crash,major
47641,[Tasks] Error in log when selecting problem in Problems View,normal
94303,import static adds annoying semicolon,minor
252875,move org.eclipse.build.tools to separate project,normal
23124,"Presentation of ""no source""",enhancement
34165,Manifest builder should keep build.properties and plugin.xml in sync or at least mark inconsistencies,enhancement
259617,[debug] Better support for Collections in Variable and Expression view,normal
69190,NullPointerException @ org.eclipse.debug.core.sourcelookup.containers.AbstractSourceContainer.isFindDuplicates,normal
67289,UIPerformChangeOperation swallows exception stacktrace [refactoring],normal
47607,Add editing in alternate concrete syntax [misc],enhancement
89515,[content assist][5.0] Vararg parameter completion appears in 1.4 code [code assist],normal
61859,M8 update doesn't contain core components,normal
8921,DCR - Need a way to create a working copy ignoring existing files,normal
97461,[Preferences] Keys preference preference page not usable in High Contrast,normal
38526,[Bookmarks]Bookmarks view table contains empty first line,minor
333778,[Compatibility] 'Breakpoints' view auto shows selection,normal
44568,[Managed Build] -Xlinker option requires space separator,normal
339311,[Progress] Every user-job causes a busy cursor to be shown for a minimum of 250ms,normal
248246,[dom] Save participant fails when 'new' keyword is used twice,normal
180347,F2 to rename files?,enhancement
204573,[Contributions] Calling UIElement#setChecked(true) at IElementUpdater#updateElement(*) executes the handler,normal
194759,[CTabFolder] Text (filename) wrapping in tabs,enhancement
129338,"cvs-compare: ""first bytes differ at position 0""",critical
68424,[Intro] using static home page causes IllegalArgumentException,major
187904,[tests] Infrastructure for writing unit tests for standard MI-back end service implementations.,enhancement
159004,Relax restriction on StandardVMRunner,enhancement
118252,Request for automatic inclusion of relevant globals in Variables view,enhancement
183090,[Presentations] CTabFolder throws IAE called from PaneFolder,major
133534,[5.0][hovering] Missing Javadoc hover on package declarations,minor
43523,[MPE] getAdapter(IEditorStatusLine.class) not working for MultipageEditor,normal
214853,Menu bar changes when open a dialog in eclipse,normal
296982,org.junit4 is still in test framework,normal
16034,"comment templates for ""Generate Getter and Setter"" [code manipulation]",enhancement
256986,[Templates] org.eclipse.pde.ui.newExtension extension point is not 'identifier-ready',normal
11345,Setting a project's launch configuration type causes NPE,normal
290985,Code completion alternatives do not update upon user input,normal
33061,[Webapp] Switching 'Contents' looses tree state,enhancement
121569,"[Import/Export] Importing projects in workspace, the default build order is alphabetical instead of by dependency",normal
156452,[Metadata] Remove occurences of '(no description available)' in extension point schemas,trivial
71303,BIDI issue in Variables view,minor
61425,Primary feature not found and plugin_customization.ini not  read when org.eclipse.platform in workspace,major
115906,java.net.SocketException: Operation timed out,normal
308813,Next change not working on last difference in Text Compare,enhancement
43556,"[Tasks] Problems view shows ""filtered"" markers",normal
31322,Need support for showing Tips &Tricks,normal
227595,[Contributions] menus/commands added to popup:org.eclipse.ui.popup.any show up when they shouldnt,normal
84738,[Themes] Current theme preference should be made public,normal
167825,[quick assist] Convert to enhanced for loop drops additional variable initialization,normal
6227,incorrect bracket matching,normal
44072,API Request: Combo#getCaretLocation(),enhancement
3224,Tests - Re-enable reconciler tests (1GAKXZM),normal
22699,many missing items in color configuration,enhancement
133918,[1.5][compiler] Duplicate return; in CastExpression line 258,normal
149423,Change Object Value never enables OK button when variable is an empty String,normal
332152,Exceptions logged in FrameworkLog do not show up in the 'Error Log' view immediately,normal
93794,A  JDT Core Model JUnit test case failed,normal
4212,DnD: Drop is blocked on files/CUs (1GK1RSN),normal
219743,[hovering] Investigate whether we can use just SWT.TOOL for rectangular hover,normal
117107,[flex-hierarchy] No expansion in Debug View,normal
10338,Smart update for .am variables.,enhancement
261258,[breakpoint] ClassCastException on breakpoint action,normal
198533,[TOC][Editor] Sync Selection between Source Page and Definition Page,enhancement
167256,Allow eclipse to launch without workspace specified,normal
62809,"[Scanner Config] Handling -DMACRO=""value""",normal
26824,New auto-suggestion; add 'generate getXxx' when accessing a private field [code manipulation],enhancement
22403,[Tasks] Tasks and compiler errors,enhancement
144520,SocketLaunchingConnectorImpl.launch should call Runtime.getRuntime().exec(String []),normal
205045,pluggable sdk awareness in the project model,enhancement
50490,Eclipse 3.0M6 hang on rename of package,blocker
37143,[WorkingSets] API addition to IWorkingSetManager to recreate an IWorkingSet from an IMemento,normal
234436,[KeyBindings] NPE when shutting down a runtime workspace,normal
187152,[CTabFolder] does not honour setBackgroundMode for the TabItems,major
297182,Summary Validation,major
118159,[Viewers] selection provider should enable copy action in workbench menu,enhancement
61429,Persistent Display view,normal
153256,'Add JRE' dialog layout problems,normal
106027,Convert Find/Replace Dialog to view,enhancement
49265,Change default key binding for incremental completion,normal
32081,Mouse click/drag annoyingly sensitive,normal
205957,Version of javadoc tool used during build doc generation should match project's compiler compliance,normal
51993,[Content Assist] Enumerations do not appear in the completion list.,normal
96213,Eclipse 3.1M7 - Field completion stack overflow,minor
32878,Rollback to Revision,enhancement
46186,Introduce Factory: MalformedTreeException,normal
56533,Java Code Formatter: Line Wrapping policy for method parameters does not work,minor
100579,folding cvs,normal
76233,[Forms] Incorrect section description height computation in flat forms,normal
80017,long strings show cheesey on details pane,normal
89215,Browser resolution logic seems bad,normal
39023,Create static field quick fix creates an instance field [quick fix],normal
52252,[DetachedViews] [EditorMgmt] add ability to tear off java editors,enhancement
216692,[1.5][compiler] Protected type not visible in subclass,normal
18756,Support F2 in Hierarachy and other Views.,normal
27592,[EditorMgmt] CTabFolder Tab Labels,enhancement
25546,NPE trying to close broken view.,normal
33991,Unreachable catch block when openning source,critical
16975,Up/down button on launch history page not working correctly,normal
126598,"[DOM][AST] String[] s =  {"""",,,} leads to wrong positions after conversion",normal
2085,Tear off windows over the editor is confusing. (1GE6SUW),normal
54717,JUnit contextual launch must port to new XML Expr Language,normal
77852,Eclipse crashed...,critical
10598,Could not create action --> ClassNotFoundException,normal
14177,Context menu for Java file is missing 'Externalize Strings...' action item.,normal
46253,Need confirmation dialog box before editing read-only files.,normal
133936,[misc] Compilation Unit Editor tramples file content,normal
64607,GC.drawRoundRectangle/GC.fillRoundRectangle,normal
124116,Ensure Update handles the Callisto load,normal
35885,J9 plugin should use Xbootclasspath instead of bp,normal
9126,Inner classes hard to debug because out scopes not visible,enhancement
300630,Extension Point schemas/declarations that use the same name for the point id as the schema file are reported as errors,normal
72595,[Themes] Themes need to be extendable,normal
202459,[ASTLocations] fix the location concept for the AST,normal
101211,Generalize Type disables after cancelling Change Method Signature,normal
185054,[JUnit] No execution time for imported junit test run,normal
112182,TabFolder does not send selection events when selection is changed programatically,normal
10462,Launch several testcase with JUnit [JUnit],enhancement
51572,Pref Page Local History Note,normal
18157,Internal Error when deleting project,normal
202452,[hovering] Hover and Javadoc view do not format {@code true} when it immediately follows @return,minor
65988,[Intro] Welcome - erasing window,normal
112888,JDINullValue incompatible JDIObjectValue: Exception processing async thread queue,blocker
282019,Way to query specific key binding,enhancement
307000,[Webapp] Ability to filter based on union of scopes,normal
92826,[api] change to TextTextHoverKey,normal
15576,The New File Wizard Page is Not Screen reader able,major
319451,Opening the launch dialog scans all plugins,normal
251339,[ds tooling] Strange label selection in Service Component editor,normal
44095,CVS decorators should show incoming/conflicting files,enhancement
9386,cannot import jar files into project,major
2309,Moving view has different reveal order than close (1GENS04),enhancement
344537,"""Details can be found in the log""",normal
64772,[RCP] IProduct and IBundleGroup file properties must be resolved relative to the corresponding bundle,major
314864,[Wizards] chkpii in org_eclipse_ui_keywords.html in I20100527-1200,trivial
252248,ClassCastException in CPPSemantics.getParentScope,normal
49909,problems during CVS team -> unedit,normal
163128,org.eclipse.debug.ui plugin needs organizing,trivial
127666,NPE during decoration,normal
125646,can't export prebuilt packages,normal
103905,Exception while creating Package Explorer view,normal
52209,JARs from global classpath not found for build,major
185708,[Wizards] Provide link to open SSH/SSH2/proxy preferences from Connection wizard,enhancement
309288,fast indexer does not work correctly with autotools project,normal
17537,TM: Site explorer should have larger fastview ratio,normal
35967,Create TestSuite Template can be simplified [JUnit],enhancement
46768,Call Hierarchy does not work on constants,normal
154880,DeltaProcessor does not set project references if first build is a project build,critical
130123,"""rm"" does not exist in Windows",normal
147359,[JFace] Add a standard date editor,enhancement
140870,No version range specified when requiring bundles,normal
6056,"No revealing in type hierarchy when ""show members in hierarchy""",normal
81182,instruction pointer text is not highlighted properly for external soruce,normal
154705,NPE opening custom perspectives,critical
17342,R1.0 workspace: Task view settings lost,normal
273391,AntSecurityException when dragging a build file to the Ant View,normal
13715,Make use of available icons,normal
287234,[DND] drag/drop onto empty table generates exception in SWT,normal
279328,Console View : Problem in UTF-8 translation,normal
45454,[tests] test failure in LinkedResourceTest.testCopy,normal
4804,StyledText - implement better autoscrolling behavior (1GIZ7A6),normal
132681,Disabled image not greyed out properly,normal
21973,[Editor Mgmt] Support for opening a file that isn't in the project workspace,enhancement
48782,Checkbox lines should not be full-width of editor for build.properties,minor
69127,"In Mark occurances feature, show the first and the last occurances distinctly.",enhancement
22561,Hover Help broken in 2.0.1 I20020815,blocker
51541,NPE restoring scrapbook editor,major
8534,"Eclipse tilde character not displayed when entered, system hangs",critical
114439,Status returned from IOperationValidator methods do not contain specific feature information unless the internal FeatureStatus Class is used for typecasting.,enhancement
34115,[DOC] Log messages while searching help,normal
84282,Leakage from Ant Build: FileLinks,normal
212868,[misc] Index out of bounds in RevisionPainter,normal
13006,Alt+1 with blank TabFolder results in NPE,normal
71771,"[navigation] ""mark occurrences"" for extends/implements clauses",enhancement
53697,[java debug] Automatic disconnect after N timeout exceptions,enhancement
111059,[Markers] Add a problem specific details pane,enhancement
9191,Walkback in CVS console,normal
335685,Debugger stops on line where removed breakpoint used to be,normal
35616,[Navigator] Progress dialog does not show resource paths when moving/copying,normal
38626,DirectoryDialog getFilterPath() always returns null,normal
299378,OperationCancelledException should be handled gracefully,normal
247028,restricted constructors from public static inner types not flagged,normal
56154,Plug-ins can't compile - SWT Missing,major
155721,[Decorators] Missing font/colour decarations,normal
16826,Create new Feature with space in name should compute ID,normal
187614,[Forms] org.eclipse.ui.forms.widgets.Section does not allow background image to be set,enhancement
294137,[Help] Definition of Search Scopes should go beyond just 2 levels,enhancement
106677,Code Assist: shows newly defined variable name as possible selection,normal
3886,Minor: F4 does not reveal method (1GF2740),normal
75588,generalize watchpoint to debug platform,enhancement
15059,Initializing constructor creation,enhancement
84440,[C++ Offsets] IASTEnumerationSpecifier$IASTEnumerator has bad offset,normal
121391,[History View] New File History View does not track revisions,normal
268225,Maximized Outline view looses selection,normal
64514,Remove dependency on obsolete ProgressTreeViewer,normal
43002,[KeyBindings]: Binding Ctrl-Tab to any command failed,normal
252411,"When creating new C/C++ Project: Problems occurred when invoking code from plug-in: ""org.eclipse.jface""",major
74432,[Widgets] Interesting warning from metacity,normal
135551,Main Menus do not wrap,major
63476,[Workbench] SWTException closing editors,normal
36150,CElement.fLength == -1 throwing the CEditor.setSelection(),normal
10584,Merge needs progress,normal
6295,"File ""save as"" bug, new file is read-only",normal
202789,Long running PackageExplorer  operation blocks UI,normal
34442,Custom task does not work in folder (only in jar),normal
31645,Checking off a method/field in the refactoring wizard navigates list to top,normal
26110,Coredump from I20021018,normal
125311,Allow to add resources via variable to resource sets,enhancement
255269,Fragments should be able to see types from the host,normal
64448,Multiple entry fields in goto line dialog,normal
237165,Numbering for stack frames in Debug view,enhancement
236253,builtins not populated in makefile editor content assist,normal
151815,The refresh and relevant resources in External builder should be project relative,normal
178526,"New menu item ""Open Debug Dialog..."" is counter intuitive and has bad kbd access key",normal
200358,Breakpoints are sometimes skipped,normal
13491,Cannot debug a deadlock,normal
57981,3.0M8 not saving extension locations for plugins,normal
23301,[variables] Debugger records the history of variables,enhancement
44994,Please provide automated management of JavaDoc,enhancement
52308,[EditorMgmt] Right-click on editor title bar flashes drop-down then system menu,normal
120843,Refactoring History outdated after Replace With ...,normal
64624,[Workbench] Perspective switcher on left does not grow to show new items,normal
33582,Indicate that a feature is not available for download due to a missing license while displaying.,normal
27698,eclipse wont start,blocker
208036,Detail pane in inspect popup dialog is too small,normal
282103,[open type] wrong matches shown together with right one,normal
9780,Add doesn't ignore ignored resources,major
155811,Full Indexer can't index gmp.h,normal
113037,MessageDialog not centered on Linux,normal
9209,Open Type Dialog is too slow,normal
236506,Fragment not refreshed properly by the configurator,normal
60515,StackOverflowError checking out org.eclipse.help.webapp and org.eclipse.tomcat,blocker
22525,[TM Sync View] Not prompted to upload conflicts,normal
40519,"""Revert block"" doesn't call validateEdit",normal
234261,"[memory] ""Update Policy"" menu is enabled for memory monitors that don't support it.",normal
196846,SWT.PASSWORD flag is not supported in StyledText,major
3746,Deleting main method does not remove running icon in subtypes view (1GELGH5) [render] [type hierarchy],minor
225665,Two error dialogs appear when trying to share a project with extssh info when ssh plug-ins are not available,normal
35324,[Contributions] ActionContributionItem.handleWidgetSelection wrong for MenuItems of RadioButton style,major
227092,"""link with editor"" unreliable",minor
9656,Refactor/Rename method parameter should change javadoc,minor
234248,[Memory View] Should be able to show (rendering) tabs of all monitors together.,enhancement
71146,[Browser] Browser widget should allow to hide 3D border,normal
114909,AST: String concatenation represented as single node,normal
59166,Last active editor is not highlighted,normal
206402,[Progress] IProgressConstants.KEEP_ONE should remove job when another job starts,normal
4228,Widget is disposed error (1GKCZQM),normal
50377,Swt MANIFEST.MF not adjusted to repackaging of SWT_AWT.,normal
295319,Table: Background color not drawn with empty EraseItem-Listener,normal
142749,"[EditorMgmt] NPE while closing editors, if input resource has been removed",normal
71675,NPE starting drag in persp. bar.,normal
226384,"Help ""running eclipse"" topic elides two headings",normal
191368,Policy URL in preferences doesn't support UTF-8 characters,normal
30626,"Project Set import needs to allow root directory to be specified, or potentially dir for each project in set",enhancement
335910,SynchronizableDocument causes deadlock by firing events inside of a lock,normal
257903,[Contributions] ToolTip on the ToolBar and Menu Visibility tabs of Customize Perspective Dialog should be better placed or appear after a delay.,normal
56577,[Colors/Fonts] Importing color preferences is not applied until restart,normal
270490,A web page opened in embedded Mozilla Browser could move/resize Shell window,major
297509,"[IDE] FileFolderSelectionDialog unnecessarily tells me my selection is ""OK""",minor
215897,[Contributions] (regression) popup menu missing contributions,normal
320184,Error=1 after autocompletion tooltip is shown and hit enter on an option.,critical
75500,Step into Selection --> Step Into Selection,minor
78069,Master/Details Part registerPage() javadoc: method won't work for interfaces,enhancement
140536,"[Markers]Task in same line is not appered, when create markers with using",normal
37331,UI operations that call IType.createXXXX methods should handle potential JavaModelException [code manipulation],normal
7414,SWTException when closing workbench window,normal
42484,NPE if ctrl dbl click in Ant properties block,normal
106603,[model] Rename Type still reports syntax error after switch to 5.0,normal
3473,mnemonics (1GF25DN),major
163203,"[Sync View] synchronize view: When selected multiply projects the label now says: ""CVS X items""",normal
69246,Previous plug-in version not used when newer version is deleted,normal
71205,Error trying get pixel color in OpenGL,normal
31324,hyper link style navigation behaves strange with 'Shift' or 'None' modifiers,normal
166706,[Databinding] WritableList.clear() does not clear the list,normal
28743,trying to see test hiearchy freezes eclipse [JUnit],critical
30577,Actions should check for IAdaptable#getAdapter(IJavaElement.class) [misc] [general issue],normal
55754,[Welcome] Welcome does not size properly,major
262900,[Commands] Properties action disabled in debug view,normal
79785,Constructor call in argument list not found,normal
334917,[About] About text needs to be updated to 2011,normal
67268,Double-clicking on the editor chevron zooms/unzooms editor area,normal
135743,Build 3.2M6 crashes on startup after UI layout changed in previous session,blocker
320524,a call to swing UIManager.setLookAndFeel makes SWT freeze (proof with MessageBox) under linux/gtk,normal
44697,Bug when i search reference of 'String' in 3.0M4,normal
43825,File --> New --> Class option available before PROJECT is created,normal
14112,Show in Navigator doesn't work for non-java resources,normal
195190,First Eclipse update requires a JPA enablement,normal
189045,tooltips for buttons not appearing,normal
170437,"[Model Sync] Coloring of changed packages, classes and methods",enhancement
188747,"[doc] ""Realizes"" should be replaced with ""Opens"" in help doc",normal
32247,Missing hashCode in org.eclipse.debug.internal.core.LaunchConfigurationInfo,normal
73696,"searching only works for IJavaSearchConstants.TYPE, but not CLASS or INTERFACE",normal
158232,'Terminate and relaunch' action is enabled for non-relaunchable configs,minor
39573,SWT error after pressing F11,normal
124990,[rulers] Line selection using line number ruler does not work anymore in Java Editor,major
35760,[HP] ComtrolExample flat arrow buttons not inside group,normal
59676,[Workbench] High Tab font not changing the height of the tab,normal
266489,[api tooling] No error for missing @since tag for overloaded methods with param using generic,normal
87760,Problem with RIGHT_TO_LEFT direction for MenItem,normal
41720,library added to a project not included in makefile,critical
18582,Tooltip for Next Difference shows Ctrl+E,critical
94512,'New' button missing in the scope set dialog,normal
107402,CDT 3.0 download page links point to download.eclipse.org,normal
4040,Modified tick shown for resource folder in packages view when no change (1GGPVTN),critical
34058,"Table in ""Installed JREs"" pref pages doesn't save column width",minor
273994,Shutdown progress: 'Click Cancel...' message should go away after click,normal
185711,Bad layout of Binary parsers tab,normal
1795,Userscripts plugin.xml uses <plugin>/<class> notation (1GHF8LK),normal
327300,[C++0x] Allowing move constructors to throw,normal
52794,Double confirmation upon launching,normal
55120,need access to margin values in CTabFolder,normal
50990,"no ""Build Project"" item in ""Project "" column in C/C++ develope UI.",normal
240039,[ds] Error Reporter Tests,normal
4614,Graphics: Take advantage of platform code for reading graphics formats (1GAOW17),normal
79347,[Forms] not rendered as fancy as on windows platform,enhancement
45078,CVS History: Linking does not work for compare editor,normal
58099,[typing] Screen is not refreshed if Ctrl+Delete deletes entire line content,normal
29214,[Contributions] IllegalArgumentException: can't find ID after customizing Java perspective,normal
98730,Session test failures in N20050607-0010,normal
197011,Add JRE fails to retain system library modifications.,normal
175100,consider having content assist ignore array brackets,enhancement
13056,can't delete 2 identical methods,normal
70135,"Add ""Deprecate"" to Rename refactoring [refactoring]",enhancement
93900,Need new ant task to mark file(s) derived,enhancement
138637,[History] NPE from history view,normal
35262,[variables] user can modify detail pane of variables view,enhancement
310672,Get rid of clones of PixelConverter class,normal
125436,3.2M4 crashes VNC's X server,critical
312165,Viewers should clearly indicate whether a folder is excluded from build,enhancement
66328,[Intro] Welcome page sometimes appears twice,normal
238920,[formatter] Code Formatter removes javadoc status if @category present,normal
52015,Source view: AssertionFailedException while editing,normal
267271,Add <dir>/plugins/* and <dir>/features/* to target,normal
271612,Increment minimal versions of required plug-ins in team and compare plug-ins,normal
172017,[Change Sets] Outgoing changes view in old style sync is empty if user is to quick,normal
31607,"When debugging, console is blank until I force refresh",normal
70783,problems installing plugin XMLBuddy,normal
24970,JRE in the launch configurations dialog should be ordered,enhancement
14599,Deadlock while synchronizing,normal
64893,[Dialogs] Detached views and dual monitor: Properties/view config dilaogs on wrong screen,normal
30783,"Template removal results in NullPointerException in the ""New class wizard"" [code manipulation]",normal
61301,[osgi] eclipseAdaptor does not mark the bundleData as dirty on startLevel change,minor
98217,@SuppressWarnings causes NLS warning,trivial
26456,[Editors] Undo - undoing 2 changes at once,normal
200961,[formatter] the formatter fails to break long constant initialization line,normal
38942,Cutting/Pasting a versioned file causes removal from CVS,normal
12550,Endless loop with problem painter,critical
68243,@link javadoc tag not parsed properly,normal
297320,[nls tooling] Add more tests for Find Broken Externalized Strings,normal
188539,Errors when open dynamic help in Europa,normal
225600,would be good to have separate preferences for different kinds of API leakage,enhancement
216636,"""Show In -> History"" does not work if ""link with editor"" is on and history view is not visible",normal
25715,ugly new tree widget,normal
13341,Show in Packages View doesn't work from java editori,normal
64575,Colors and Fonts preference page should show current settings for fonts,normal
314448,[efs] deleting a file inside a non-readable non-executable folder fails without exception,normal
16335,"Sync view default size, fastview",normal
27267,[key binding] Emacs C-_ key binding not working,normal
109594,[content assist] Insert common prefix upon filtering (was: New code assist: don't use ctrl+space to switch),enhancement
79978,"""Source Code Locations"" preference page - can't add another lookup location",normal
31022,[Key Bindings] Error using pde.convertSchemaToHTML ant task on org.eclipse.ui,normal
285455,Archive type container could support root path,enhancement
85687,[1.5][dom] Java AST creation error caused by duplicate type parameter,normal
218826,Cannot get rid of change sets,normal
254895,"[Trim] sometimes on shutdown RCP crashes in ""LegacyAnimationFeedback""",normal
259013,SWT Table truncates text longer than 259 characters,major
94751,Column widths in the Error Log view are all zero,major
322,EC: Cannot edit plugin.xml (1GJUIUR),normal
108657,Internationalisation broken,normal
247666,[1.5][compiler] AIOOBE inside missing type reporting,normal
38250,mnemonic accelerators in dialogs not functioning in redhat 8.0,major
27805,need configuration for quietly running external tool builders,enhancement
269655,C++ Destructor in AST Operation is shown as const and volatile,normal
52500,can't open fragment manifest editor,normal
42795,[Team Concurrency] Refactor getAllOutOfSync to support concurreny,normal
273834,[target] error reading manifest for two bundles,major
60204,NPE in Managed Builder,normal
292361,Welcome page: Link to Workbench should always be at same place,normal
235679,TVT34:TCT731: PLK: functional: Ignorant dropdowns in API errors/warnings,minor
56095,[RCP] setShow* methods have no effect after window is opened,normal
149533,[WorkbenchParts] notification closing editor reference,normal
316150,[Memory Browser] should release the rendering after the target is disconnected,normal
317584,Commented line throws Compiler error and Runtime exception,normal
161538,Platform crashes when loading.,critical
6069,No key event for Ctrl+@ (Ctrl+Shift+2 on most keyboards),normal
279575,[Navigator] Navigator: Link with Editor fails after startup,normal
26332,IllegalArgumentException in ProblemPainter (?),normal
280101,Eclipse crash when moving file in Package Explorer,normal
58203,Leak from ProgressManager.runnableMonitors,major
66918,Run as JUnit test doesn't find tests hierarchically [JUnit],enhancement
93924,Add keywords to preference pages,normal
299420,API leaks in type parameters not detected,normal
292703,The Find/Next menu dropdown is permanently disabled if selected before a Find/Replace is done,normal
228956,[RCP] [Doc] Document expression-based actitivies,normal
150634,Add support for automatically handling header files & dependencies,enhancement
224470,[source lookup] be more resilient when it comes to directory-based bundles,normal
181941,[search] References to package filtered although all filters are disabled,normal
97301,flattenLocationsToFile returns null causing NPE in indexer,major
300447,[find/replace] Find / Replace causes rendering corruption when replacing \n.,normal
81957,AST error while parsing annotation,critical
6557,Unable to instantiate view: org.eclipse.pde.runtime.LogView,normal
245147,[DetachedView] Floating windows cannot be recovered when 2nd monitor is disconnected,normal
132900,Improve perspective description for display for CVS Repository Exploring perspective,normal
263037,[content assist] Filtering broken for constructor proposals if there are chars after the caret,normal
86636,[console] JavaStackTraceConsole should allow Find/Replace,normal
342096,Executables view shows binaries for all build configurations instead of just the active ones,normal
31244,Renaming linked source folder copies content,critical
120400,exception raised CPPUnknownBinding.resolveUnknown,normal
37908,Right click does not update caret,minor
13520,Cannot release/commit an outgoing change,normal
83443,move build scripts used to generate srcIncluded and srcFetch drops to eclipse.org  cvs repository,normal
41936,able to extend ASTNode and AST,enhancement
20722,GTK TableColumn#pack does not work if no header,normal
31039,Eclipse does not responde when dialog is opened.,major
239354,[Browser] org.eclipse.ui.browser.browsers documentation error,normal
282,Wizard: title is missing (1GFDGX8),normal
52510,NPEs with fragment editor,normal
22589,GTK: StyledText widget is slow,normal
41109,A package named cvs,enhancement
46599,Change Type Action: is disabled for all structured selections,normal
76703,NPE in event loop,normal
